AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN
158,71,158Lu,,-47212,15,,87,11.0,5.0
167,71,167Lu,m,-57480.0,  60.0,,96,11.0,14.0
167,71,167Lu,,-57530,40,,96,11.0,14.0
155,71,155Lu,,-42545,19,20.0,84,11.0,2.0
155,71,155Lu,m,-42524,20,,84,11.0,2.0
155,71,155Lu,n,-40765,19,,84,11.0,2.0
154,71,154Lu,n,-36950.0, 220.0,,83,11.0,1.0
153,71,153Lu,m,-38300,150,80.0,82,11.0,0.0
164,71,164Lu,,-54642,28,31.3,93,11.0,11.0
157,71,157Lu,m,-46419,12,20.9,86,11.0,4.0
157,71,157Lu,,-46440,12,,86,11.0,4.0
166,71,166Lu,n,-55980,30,34.37,95,11.0,13.0
166,71,166Lu,m,-55990,30,,95,11.0,13.0
166,71,166Lu,,-56021,30,,95,11.0,13.0
151,71,151Lu,m,-30240.0, 300.0,,80,11.0,2.0
152,71,152Lu,,-33420.0, 200.0,,81,11.0,1.0
156,71,156Lu,,-43700,50,,85,11.0,3.0
156,71,156Lu,m,-43680,240,,85,11.0,3.0
156,71,156Lu,n,-41090,250,,85,11.0,3.0
153,71,153Lu,,-38380,150,,82,11.0,0.0
154,71,154Lu,m,-39600.0, 200.0,,83,11.0,1.0
165,71,165Lu,,-56442,27,,94,11.0,12.0
150,71,150Lu,m,-24750.0, 300.0,22.0,79,11.0,3.0
160,71,160Lu,m,-50270.0, 120.0,,89,11.0,7.0
161,71,161Lu,,-52562,28,,90,11.0,8.0
153,71,153Lu,n,-35880,150,,82,11.0,0.0
150,71,150Lu,,-24770.0, 300.0,,79,11.0,3.0
161,71,161Lu,m,-52380.0,  28.0,,90,11.0,8.0
153,71,153Lu,p,-35750,150,,82,11.0,0.0
159,71,159Lu,m,-49610.0,  90.0,,88,11.0,6.0
154,71,154Lu,,-39670.0, 200.0,,83,11.0,1.0
160,71,160Lu,,-50270,60,,89,11.0,7.0
168,71,168Lu,m,-56908,6,,97,11.0,15.0
174,72,174Hf,n,-54047,2.3,90.985,102,10.0,20.0
164,72,164Hf,,-51818,16,210.7,92,10.0,10.0
178,72,178Hf,,-52435.4,1.4,93.1803,106,10.0,20.0
178,72,178Hf,m,-51288,1.4,,106,10.0,20.0
188,72,188Hf,,-30830.0, 300.0,,116,10.0,10.0
178,72,178Hf,p,-49863,1.4,,106,10.0,20.0
157,72,157Hf,,-38860.0, 200.0,111.0,85,10.0,3.0
161,72,161Hf,m,-45987,23,126.8,89,10.0,7.0
161,72,161Hf,,-46316,23,,89,10.0,7.0
175,72,175Hf,m,-54355.9,2.3,81.4,103,10.0,21.0
172,72,172Hf,m,-54396,24,95.22,100,10.0,18.0
172,72,172Hf,,-56402,24,,100,10.0,18.0
175,72,175Hf,q,-49845.6,2.6,,103,10.0,21.0
175,72,175Hf,p,-51466.2,2.3,,103,10.0,21.0
175,72,175Hf,,-54481.8,2.3,,103,10.0,21.0
178,72,178Hf,n,-49989.3,1.4,,106,10.0,20.0
173,72,173Hf,,-55412,28,69.73,101,10.0,19.0
177,72,177Hf,p,-50140.7,1.4,112.9498,105,10.0,21.0
173,72,173Hf,n,-55215,28,,101,10.0,19.0
176,72,176Hf,q,-49712.8,1.7,88.34899999999999,104,10.0,22.0
174,72,174Hf,m,-54295.3,2.3,,102,10.0,20.0
174,72,174Hf,,-55844.6,2.3,,102,10.0,20.0
176,72,176Hf,p,-51710.6,1.7,,104,10.0,22.0
176,72,176Hf,n,-53017.1,1.5,,104,10.0,22.0
176,72,176Hf,m,-53243.3,1.5,,104,10.0,22.0
162,72,162Hf,,-49168,9,285.0,90,10.0,8.0
186,72,186Hf,m,-33450,70,,114,10.0,12.0
186,72,186Hf,,-36420,50,,114,10.0,12.0
176,72,176Hf,,-54576.4,1.5,,104,10.0,22.0
156,72,156Hf,m,-35860,150,857.2,84,10.0,2.0
163,72,163Hf,,-49269,26,107.1,91,10.0,9.0
158,72,158Hf,,-42102,17,476.36,86,10.0,4.0
159,72,159Hf,,-42853,17,98.87,87,10.0,5.0
177,72,177Hf,,-52880.7,1.4,,105,10.0,21.0
187,72,187Hf,m,-32500.0, 360.0,,115,10.0,11.0
187,72,187Hf,,-33000.0, 200.0,,115,10.0,11.0
177,72,177Hf,m,-51565.2,1.4,,105,10.0,21.0
177,72,177Hf,n,-51538.3,1.7,,105,10.0,21.0
160,72,160Hf,,-45939,10,389.4,88,10.0,6.0
174,72,174Hf,p,-52532.5,2.3,,102,10.0,20.0
173,72,173Hf,m,-55305,28,,101,10.0,19.0
185,72,185Hf,,-38320,60,,113,10.0,13.0
175,72,175Hf,n,-53048.4,2.3,,103,10.0,21.0
156,72,156Hf,,-37820,150,,84,10.0,2.0
166,72,166Hf,,-53859,28,158.64,94,10.0,12.0
155,72,155Hf,,-34310.0, 300.0,,83,10.0,1.0
154,72,154Hf,m,-30010.0, 300.0,1513.0,82,10.0,0.0
167,72,167Hf,,-53468,28,92.2,95,10.0,13.0
180,72,180Hf,,-49779.5,1.4,93.324,108,10.0,18.0
180,72,180Hf,m,-48637.9,1.4,,108,10.0,18.0
165,72,165Hf,,-51636,28,76.4,93,10.0,11.0
180,72,180Hf,p,-47294,1.5,,108,10.0,18.0
180,72,180Hf,q,-46180.5,1.7,,108,10.0,18.0
154,72,154Hf,,-32730.0, 300.0,,82,10.0,0.0
170,72,170Hf,,-56254,28,100.74,98,10.0,16.0
181,72,181Hf,,-47403,1.4,45.763000000000005,109,10.0,17.0
181,72,181Hf,m,-46807.7,1.4,,109,10.0,17.0
181,72,181Hf,n,-46359.5,1.6,,109,10.0,17.0
181,72,181Hf,p,-45661.1,1.9,,109,10.0,17.0
190,72,190Hf,,-24800.0, 400.0,,118,10.0,8.0
168,72,168Hf,,-55361,28,124.1,96,10.0,14.0
183,72,183Hf,m,-41820,70,68.57,111,10.0,15.0
183,72,183Hf,,-43280,30,,111,10.0,15.0
153,72,153Hf,m,-26550.0, 320.0,,81,10.0,1.0
153,72,153Hf,,-27300.0, 300.0,,81,10.0,1.0
182,72,182Hf,,-46050,6,97.79,110,10.0,16.0
169,72,169Hf,,-54717,28,28.8,97,10.0,15.0
182,72,182Hf,m,-44877,6,,110,10.0,16.0
182,72,182Hf,n,-43479,6,,110,10.0,16.0
171,72,171Hf,,-55431,29,21.93,99,10.0,17.0
171,72,171Hf,m,-55409,29,,99,10.0,17.0
180,72,180Hf,n,-48405.1,1.4,,108,10.0,18.0
189,72,189Hf,,-27150.0, 300.0,,117,10.0,9.0
179,72,179Hf,,-50463,1.4,122.7904,107,10.0,19.0
179,72,179Hf,m,-50088,1.4,,107,10.0,19.0
184,72,184Hf,,-41500,40,107.1,112,10.0,14.0
179,72,179Hf,n,-49356.6,1.4,,107,10.0,19.0
179,72,179Hf,p,-46687.8,2.5,,107,10.0,19.0
184,72,184Hf,n,-39020,40,,112,10.0,14.0
184,72,184Hf,m,-40230,40,,112,10.0,14.0
177,73,177Ta,p,-50360,3,70.48,104,9.0,22.0
159,73,159Ta,,-34439,20,64.0,86,9.0,4.0
181,73,181Ta,n,-47823.9,1.6,6.237,108,9.0,18.0
181,73,181Ta,m,-48432.9,1.6,,108,9.0,18.0
179,73,179Ta,m,-50326.8,1.5,30.7,106,9.0,20.0
182,73,182Ta,m,-46414.4,1.6,16.273,109,9.0,17.0
178,73,178Ta,,-50600.0,  50.0,,105,9.0,21.0
179,73,179Ta,n,-49837.3,1.5,,106,9.0,20.0
179,73,179Ta,p,-49104.9,1.5,,106,9.0,20.0
179,73,179Ta,q,-49040.3,1.6,,106,9.0,20.0
181,73,181Ta,,-48439.1,1.6,,108,9.0,18.0
178,73,178Ta,m,-50498,15,,105,9.0,21.0
183,73,183Ta,,-45293.5,1.6,73.164,110,9.0,16.0
181,73,181Ta,q,-46955.7,1.6,,108,9.0,18.0
181,73,181Ta,r,-46211.2,1.8,,108,9.0,18.0
178,73,178Ta,n,-49130.0,  50.0,,105,9.0,21.0
178,73,178Ta,p,-47700.0,  50.0,,105,9.0,21.0
175,73,175Ta,p,-50841,28,36.405,102,9.0,20.0
185,73,185Ta,,-41394,14,164.5,112,9.0,14.0
179,73,179Ta,,-50357.5,1.5,,106,9.0,20.0
175,73,175Ta,n,-52070,28,,102,9.0,20.0
175,73,175Ta,m,-52278,28,,102,9.0,20.0
175,73,175Ta,,-52409,28,,102,9.0,20.0
182,73,182Ta,,-46430.7,1.6,,109,9.0,17.0
181,73,181Ta,p,-47011,14,,108,9.0,18.0
179,73,179Ta,r,-49029.5,1.6,,106,9.0,20.0
183,73,183Ta,m,-45220.3,1.6,,110,9.0,16.0
176,73,176Ta,,-51370,30,,103,9.0,21.0
177,73,177Ta,q,-47059,3,,104,9.0,22.0
177,73,177Ta,n,-51529,3,,104,9.0,22.0
177,73,177Ta,m,-51642,3,,104,9.0,22.0
177,73,177Ta,,-51715,3,,104,9.0,22.0
185,73,185Ta,n,-40121,14,,112,9.0,14.0
155,73,155Ta,,-23990.0, 300.0,,82,9.0,0.0
185,73,185Ta,m,-40988,14,,112,9.0,14.0
157,73,157Ta,,-29600,150,22.0,84,9.0,2.0
157,73,157Ta,m,-29570,150,,84,9.0,2.0
157,73,157Ta,n,-28000,150,,84,9.0,2.0
158,73,158Ta,,-31120.0, 200.0,141.0,85,9.0,3.0
158,73,158Ta,m,-30980.0, 200.0,,85,9.0,3.0
158,73,158Ta,n,-28310.0, 200.0,,85,9.0,3.0
184,73,184Ta,,-42839,26,47.9,111,9.0,15.0
179,73,179Ta,x,-47718.2,1.6,,106,9.0,20.0
156,73,156Ta,m,-25910.0, 300.0,102.0,83,9.0,1.0
180,73,180Ta,,-48933.6,2.1,39.54,107,9.0,19.0
180,73,180Ta,m,-48858.3,1.6,,107,9.0,19.0
186,73,186Ta,,-38610,60,,113,9.0,13.0
186,73,186Ta,m,-38270,60,,113,9.0,13.0
180,73,180Ta,n,-47481.2,2.1,,107,9.0,19.0
180,73,180Ta,p,-45254.7,2.3,,107,9.0,19.0
180,73,180Ta,q,-44761.4,2.6,,107,9.0,19.0
183,73,183Ta,n,-43959,14,,110,9.0,16.0
176,73,176Ta,p,-48500,30,,103,9.0,21.0
176,73,176Ta,n,-49900,30,,103,9.0,21.0
176,73,176Ta,m,-51270,30,,103,9.0,21.0
156,73,156Ta,,-26000.0, 300.0,,83,9.0,1.0
191,73,191Ta,,-26520.0, 300.0,,118,9.0,8.0
159,73,159Ta,m,-34375,19,,86,9.0,4.0
160,73,160Ta,m,-35710,240,,87,9.0,5.0
162,73,162Ta,,-39780,60,,89,9.0,7.0
162,73,162Ta,m,-39660.0,  80.0,,89,9.0,7.0
163,73,163Ta,,-42530,40,,90,9.0,8.0
163,73,163Ta,m,-42400.0,  40.0,,90,9.0,8.0
173,73,173Ta,n,-50680,28,,100,9.0,18.0
173,73,173Ta,m,-52224,28,,100,9.0,18.0
173,73,173Ta,,-52397,28,,100,9.0,18.0
194,73,194Ta,,-17130.0, 500.0,,121,9.0,5.0
164,73,164Ta,,-43283,28,,91,9.0,9.0
193,73,193Ta,,-20810.0, 400.0,,120,9.0,6.0
188,73,188Ta,,-33910.0, 200.0,99.0,115,9.0,11.0
188,73,188Ta,m,-33810.0, 200.0,,115,9.0,11.0
172,73,172Ta,,-51330,28,3.2,99,9.0,17.0
188,73,188Ta,n,-33520.0, 200.0,,115,9.0,11.0
160,73,160Ta,,-35820,50,,87,9.0,5.0
165,73,165Ta,,-45848,14,60.0,92,9.0,10.0
165,73,165Ta,m,-45823,17,,92,9.0,10.0
189,73,189Ta,,-31960.0, 200.0,,116,9.0,10.0
171,73,171Ta,,-51720,28,31.2,98,9.0,16.0
166,73,166Ta,,-46098,28,,93,9.0,11.0
189,73,189Ta,m,-30310.0, 220.0,,116,9.0,10.0
167,73,167Ta,,-48351,28,94.66,94,9.0,12.0
192,73,192Ta,,-23100.0, 400.0,,119,9.0,7.0
170,73,170Ta,,-50138,28,,97,9.0,15.0
190,73,190Ta,,-28720.0, 200.0,,117,9.0,9.0
168,73,168Ta,,-48394,28,178.43,95,9.0,13.0
169,73,169Ta,,-50290,28,,96,9.0,14.0
187,73,187Ta,n,-33970,60,,114,9.0,12.0
174,73,174Ta,,-51741,28,,101,9.0,19.0
182,73,182Ta,n,-45911.1,1.6,,109,9.0,17.0
187,73,187Ta,,-36900,60,,114,9.0,12.0
187,73,187Ta,m,-35110,60,,114,9.0,12.0
161,73,161Ta,m,-38717,12,,88,9.0,6.0
161,73,161Ta,,-38779,24,,88,9.0,6.0
197,74,197W,,-14870.0, 400.0,,123,8.0,3.0
166,74,166W,,-41887,9,252.0,92,8.0,10.0
171,74,171W,,-47086,28,101.86,97,8.0,15.0
184,74,184W,,-45705.5,0.7,111.2174,110,8.0,16.0
184,74,184W,m,-44420.5,0.7,,110,8.0,16.0
184,74,184W,n,-41577.8,0.9,,110,8.0,16.0
179,74,179W,p,-45947,15,119.9127,105,8.0,21.0
179,74,179W,n,-47663,15,,105,8.0,21.0
179,74,179W,m,-49073,15,,105,8.0,21.0
174,74,174W,,-50227,28,113.0,100,8.0,18.0
188,74,188W,m,-36741,3,143.16,114,8.0,12.0
165,74,165W,,-38861,26,43.0,91,8.0,9.0
196,74,196W,,-18740.0, 400.0,,122,8.0,4.0
172,74,172W,,-49097,28,123.2,98,8.0,16.0
178,74,178W,m,-43834,15,105.9,104,8.0,22.0
178,74,178W,,-50407,15,,104,8.0,22.0
186,74,186W,n,-38965.8,2.4,122.63,112,8.0,14.0
194,74,194W,,-24410.0, 300.0,,120,8.0,6.0
193,74,193W,,-26190.0, 200.0,,119,8.0,7.0
189,74,189W,,-35810.0, 200.0,,115,8.0,11.0
175,74,175W,m,-49398,28,75.02,101,8.0,19.0
174,74,174W,m,,,,100,8.0,18.0
192,74,192W,,-29620.0, 200.0,219.0,118,8.0,8.0
191,74,191W,m,-30950.0,  40.0,,117,8.0,9.0
160,74,160W,,-29330,150,609.9,86,8.0,4.0
169,74,169W,,-44918,15,,95,8.0,13.0
182,74,182W,,-48246.1,0.7,100.10598,108,8.0,18.0
182,74,182W,m,-46015.5,0.7,,108,8.0,18.0
190,74,190W,n,-32530,40,206.8,116,8.0,10.0
190,74,190W,m,-32630,40,,116,8.0,10.0
181,74,181W,n,-46580.9,1.4,113.4,107,8.0,19.0
181,74,181W,m,-47868.4,1.4,,107,8.0,19.0
181,74,181W,,-48233.9,1.4,,107,8.0,19.0
168,74,168W,,-44893,13,199.3,94,8.0,12.0
191,74,191W,,-31180,40,,117,8.0,9.0
190,74,190W,,-34370,40,,116,8.0,10.0
167,74,167W,m,-41967,19,,93,8.0,11.0
170,74,170W,,-47291,13,156.72,96,8.0,14.0
183,74,183W,,-46365.7,0.7,46.4838,109,8.0,17.0
183,74,183W,m,-46056.2,0.7,,109,8.0,17.0
180,74,180W,n,-46371.5,1.4,103.561,106,8.0,20.0
180,74,180W,m,-48107.1,1.4,,106,8.0,20.0
180,74,180W,,-49636.2,1.4,,106,8.0,20.0
175,74,175W,,-49633,28,,101,8.0,19.0
164,74,164W,,-38236,10,331.9,90,8.0,8.0
167,74,167W,,-42093,19,,93,8.0,11.0
179,74,179W,,-49295,15,,105,8.0,21.0
188,74,188W,,-38668,3,,114,8.0,12.0
158,74,158W,m,-21800.0, 300.0,913.0,84,8.0,2.0
158,74,158W,,-23690.0, 300.0,,84,8.0,2.0
177,74,177W,,-49702,28,79.49,103,8.0,21.0
162,74,162W,,-33999,18,449.5,88,8.0,6.0
163,74,163W,m,-34430,60,102.0,89,8.0,7.0
174,74,174W,q,-46711,28,,100,8.0,18.0
174,74,174W,p,-47959,28,,100,8.0,18.0
186,74,186W,,-42508.6,1.2,,112,8.0,14.0
163,74,163W,,-34910,60,,89,8.0,7.0
186,74,186W,m,-40991.4,1.3,,112,8.0,14.0
187,74,187W,,-39904,1.2,77.289,113,8.0,13.0
159,74,159W,,-25430.0, 300.0,,85,8.0,3.0
173,74,173W,,-48727,28,,99,8.0,17.0
187,74,187W,m,-39493.9,1.2,,113,8.0,13.0
195,74,195W,,-20740.0, 300.0,,121,8.0,5.0
157,74,157W,,-19690.0, 400.0,318.0,83,8.0,1.0
161,74,161W,,-30510.0, 200.0,,87,8.0,5.0
157,74,157W,p,-19370.0, 400.0,,83,8.0,1.0
176,74,176W,,-50642,28,108.3,102,8.0,20.0
185,74,185W,,-43387.9,0.7,23.546999999999997,111,8.0,15.0
174,74,174W,n,,,,100,8.0,18.0
185,74,185W,m,-43190.5,0.7,,111,8.0,15.0
170,75,170Re,,-38904,11,,95,7.0,13.0
170,75,170Re,m,-38831,12,,95,7.0,13.0
189,75,189Re,,-37979,8,125.0,114,7.0,12.0
174,75,174Re,,-43673,28,,99,7.0,17.0
189,75,189Re,m,-37854,9,,114,7.0,12.0
174,75,174Re,m,-43570.0,  60.0,,99,7.0,17.0
187,75,187Re,,-41216.5,0.7,134.244,112,7.0,14.0
189,75,189Re,n,-36208,8,,114,7.0,12.0
183,75,183Re,,-45810,8,114.475,108,7.0,18.0
183,75,183Re,m,-43903,8,,108,7.0,18.0
180,75,180Re,n,-42280.0,  40.0,20.1,105,7.0,21.0
180,75,180Re,m,-45750.0,  40.0,,105,7.0,21.0
187,75,187Re,m,-41010.3,0.7,,112,7.0,14.0
170,75,170Re,n,-38694,11,,95,7.0,13.0
187,75,187Re,n,-39534.5,0.9,,112,7.0,14.0
180,75,180Re,,-45837,21,,105,7.0,21.0
160,75,160Re,m,-16700.0, 300.0,50.0,85,7.0,3.0
167,75,167Re,m,-34700,40,,92,7.0,10.0
191,75,191Re,,-34350,10,27.0,116,7.0,10.0
161,75,161Re,,-20840,150,123.8,86,7.0,4.0
161,75,161Re,m,-20720,150,,86,7.0,4.0
169,75,169Re,,-38409,11,,94,7.0,12.0
169,75,169Re,m,-38234,13,,94,7.0,12.0
182,75,182Re,,-45450,100,,107,7.0,19.0
182,75,182Re,m,-45386,20,,107,7.0,19.0
182,75,182Re,n,-45150,140,,107,7.0,19.0
182,75,182Re,p,-44930,140,,107,7.0,19.0
199,75,199Re,,-14730.0, 400.0,,124,7.0,2.0
198,75,198Re,,-16990.0, 400.0,,123,7.0,3.0
190,75,190Re,m,-35379,11,119.12,115,7.0,11.0
167,75,167Re,,-34830.0,  40.0,,92,7.0,10.0
190,75,190Re,,-35583,5,,115,7.0,11.0
181,75,181Re,q,-42648,13,117.96,106,7.0,20.0
181,75,181Re,p,-44636,13,,106,7.0,20.0
181,75,181Re,n,-44861,13,,106,7.0,20.0
181,75,181Re,m,-46254,13,,106,7.0,20.0
181,75,181Re,,-46517,13,,106,7.0,20.0
168,75,168Re,,-35790,30,89.7,93,7.0,11.0
160,75,160Re,,-16880.0, 300.0,,85,7.0,3.0
162,75,162Re,,-22450.0, 200.0,173.0,87,7.0,5.0
162,75,162Re,m,-22280.0, 200.0,,87,7.0,5.0
163,75,163Re,,-26002,19,115.0,88,7.0,6.0
191,75,191Re,m,-34205,10,,116,7.0,10.0
191,75,191Re,n,-32749,10,,116,7.0,10.0
176,75,176Re,,-45063,28,,101,7.0,19.0
175,75,175Re,,-45288,28,75.7,100,7.0,18.0
163,75,163Re,m,-25882,19,,88,7.0,6.0
166,75,166Re,,-31840,90,,91,7.0,9.0
177,75,177Re,m,-46170.0,  60.0,,102,7.0,20.0
165,75,165Re,m,-30632,12,48.0,90,7.0,8.0
165,75,165Re,,-30659,24,,90,7.0,8.0
166,75,166Re,p,-31560.0, 100.0,,91,7.0,9.0
195,75,195Re,,-25560.0, 300.0,,120,7.0,6.0
184,75,184Re,,-44220,4,56.0,109,7.0,17.0
184,75,184Re,m,-44032,4,,109,7.0,17.0
196,75,196Re,m,-22240.0, 300.0,,121,7.0,5.0
196,75,196Re,,-22360.0, 300.0,,121,7.0,5.0
186,75,186Re,m,-41779.1,0.9,59.01,111,7.0,15.0
188,75,188Re,,-39016.9,0.7,63.5959,113,7.0,13.0
186,75,186Re,,-41927.3,0.8,,111,7.0,15.0
178,75,178Re,,-45653,28,,103,7.0,21.0
172,75,172Re,m,-41460.0,  60.0,,97,7.0,15.0
194,75,194Re,,-27260.0, 200.0,285.0,119,7.0,7.0
185,75,185Re,m,-41694.9,0.9,125.3587,110,7.0,16.0
185,75,185Re,,-43819,0.8,,110,7.0,16.0
193,75,193Re,,-30230,40,,118,7.0,8.0
193,75,193Re,m,-30080,40,,118,7.0,8.0
164,75,164Re,m,-27520,240,,89,7.0,7.0
164,75,164Re,,-27470,50,,89,7.0,7.0
159,75,159Re,m,-14600.0, 300.0,,84,7.0,2.0
172,75,172Re,,-41570,40,,97,7.0,15.0
188,75,188Re,m,-38844.8,0.7,,113,7.0,13.0
177,75,177Re,n,-46184,28,,102,7.0,20.0
159,75,159Re,,-14810.0, 310.0,,84,7.0,2.0
197,75,197Re,,-20350.0, 300.0,,122,7.0,4.0
173,75,173Re,,-43554,28,87.1,98,7.0,16.0
179,75,179Re,p,-41176,25,65.35,104,7.0,22.0
194,75,194Re,n,-26980.0, 200.0,,119,7.0,7.0
179,75,179Re,n,-44760.0,  60.0,,104,7.0,22.0
192,75,192Re,n,-31320,70,160.1,117,7.0,9.0
194,75,194Re,p,-26430.0, 200.0,,119,7.0,7.0
171,75,171Re,,-41250,28,157.09,96,7.0,14.0
179,75,179Re,,-46584,25,,104,7.0,22.0
177,75,177Re,,-46269,28,,102,7.0,20.0
192,75,192Re,,-31590,70,,117,7.0,9.0
192,75,192Re,m,-31430,70,,117,7.0,9.0
194,75,194Re,m,-27110.0, 210.0,,119,7.0,7.0
179,75,179Re,m,-46519,25,,104,7.0,22.0
187,76,187Os,n,-40961.9,0.7,9.756,111,6.0,15.0
185,76,185Os,,-42805.9,0.8,37.45,109,6.0,17.0
189,76,189Os,,-38986.8,0.7,30.82,113,6.0,13.0
189,76,189Os,m,-38956,0.7,,113,6.0,13.0
192,76,192Os,,-35882.3,2.3,205.79442,116,6.0,10.0
185,76,185Os,m,-42703.5,0.8,,109,6.0,17.0
193,76,193Os,,-33394.4,2.3,41.4844,117,6.0,9.0
197,76,197Os,,-25080.0, 200.0,,121,6.0,5.0
197,76,197Os,m,-24580.0, 280.0,,121,6.0,5.0
190,76,190Os,m,-37002.1,0.6,186.718,114,6.0,12.0
193,76,193Os,m,-33078.8,2.3,,117,6.0,9.0
183,76,183Os,m,-43490,50,96.39,107,6.0,19.0
187,76,187Os,m,-41118.6,0.7,,111,6.0,15.0
182,76,182Os,,-44609,22,126.89,106,6.0,20.0
195,76,195Os,m,-29080,60,438.6,119,6.0,7.0
182,76,182Os,n,-37560,22,,106,6.0,20.0
185,76,185Os,n,-42530.4,0.8,,109,6.0,17.0
190,76,190Os,,-38707.8,0.6,,114,6.0,12.0
191,76,191Os,m,-36320.8,0.7,74.382,115,6.0,11.0
191,76,191Os,,-36395.2,0.7,,115,6.0,11.0
195,76,195Os,,-29510,60,,119,6.0,7.0
196,76,196Os,,-28280,40,324.4,120,6.0,6.0
184,76,184Os,,-44252.6,0.8,119.77,108,6.0,18.0
186,76,186Os,,-43000,0.8,137.159,110,6.0,16.0
194,76,194Os,,-32435.2,2.4,218.50900000000001,118,6.0,8.0
183,76,183Os,,-43660,50,,107,6.0,19.0
188,76,188Os,,-41137.3,0.7,155.043,112,6.0,14.0
192,76,192Os,n,-31302,2.5,,116,6.0,10.0
192,76,192Os,m,-33866.9,2.3,,116,6.0,10.0
182,76,182Os,m,-42778,22,,106,6.0,20.0
187,76,187Os,,-41219,0.7,,111,6.0,15.0
201,76,201Os,,-14840.0, 300.0,,125,6.0,1.0
172,76,172Os,,-37244,13,227.77,96,6.0,14.0
181,76,181Os,,-43550,25,49.2,105,6.0,21.0
178,76,178Os,,-43544,14,132.2,102,6.0,20.0
179,76,179Os,m,-42875,16,86.31,103,6.0,21.0
175,76,175Os,,-40105,12,90.32,99,6.0,17.0
180,76,180Os,,-44356,16,132.11,104,6.0,22.0
166,76,166Os,,-25432,18,432.0,90,6.0,8.0
171,76,171Os,,-34297,18,76.7,95,6.0,13.0
174,76,174Os,,-39995,10,158.6,98,6.0,16.0
161,76,161Os,,-10200.0, 400.0,,85,6.0,3.0
202,76,202Os,,-12530.0, 400.0,,126,6.0,0.0
162,76,162Os,,-14500.0, 300.0,706.7,86,6.0,4.0
200,76,200Os,,-18550.0, 300.0,,124,6.0,2.0
173,76,173Os,,-37438,15,91.6,97,6.0,15.0
165,76,165Os,,-21750.0, 200.0,95.2,89,6.0,7.0
163,76,163Os,,-16340.0, 300.0,623.7,87,6.0,5.0
164,76,164Os,,-20420,150,548.0,88,6.0,6.0
179,76,179Os,n,-42777,16,,103,6.0,21.0
181,76,181Os,m,-43501,25,,105,6.0,21.0
181,76,181Os,n,-43393,25,,105,6.0,21.0
179,76,179Os,,-43020,16,,103,6.0,21.0
203,76,203Os,, -7270.0, 400.0,,127,6.0,1.0
177,76,177Os,,-41956,15,75.6,101,6.0,19.0
198,76,198Os,,-23600.0, 200.0,465.4,122,6.0,4.0
170,76,170Os,,-33926,10,286.7,94,6.0,12.0
168,76,168Os,,-29995,10,341.2,92,6.0,10.0
167,76,167Os,,-26500,80,87.1,91,6.0,9.0
167,76,167Os,m,-26070,80,,91,6.0,9.0
169,76,169Os,,-30723,26,,93,6.0,11.0
199,76,199Os,,-20270.0, 200.0,,123,6.0,3.0
176,76,176Os,,-42131,11,135.1,100,6.0,18.0
187,77,187Ir,,-39549,28,106.478,110,5.0,16.0
187,77,187Ir,m,-39363,28,,110,5.0,16.0
177,77,177Ir,,-36047,20,,100,5.0,18.0
187,77,187Ir,p,-37061,28,,110,5.0,16.0
177,77,177Ir,m,-35950.0,  50.0,,100,5.0,18.0
193,77,193Ir,n,-32257.4,1.4,73.041,116,5.0,10.0
193,77,193Ir,m,-34456.1,1.3,,116,5.0,10.0
195,77,195Ir,,-31692.3,1.3,69.181,118,5.0,8.0
187,77,187Ir,n,-39115,28,,110,5.0,16.0
173,77,173Ir,,-30268,11,71.1,96,5.0,14.0
176,77,176Ir,,-33882,8,,99,5.0,17.0
176,77,176Ir,m,-33830.0,  50.0,,99,5.0,17.0
205,77,205Ir,, -5600.0, 500.0,,128,5.0,2.0
194,77,194Ir,,-32531.8,1.3,43.119,117,5.0,9.0
174,77,174Ir,,-30786,11,193.0,97,5.0,15.0
204,77,204Ir,, -9570.0, 400.0,,127,5.0,1.0
186,77,186Ir,,-39172,17,,109,5.0,17.0
186,77,186Ir,m,-39171,17,,109,5.0,17.0
174,77,174Ir,m,-30662,11,,97,5.0,15.0
175,77,175Ir,m,-33350.0,  40.0,,98,5.0,16.0
175,77,175Ir,n,-33298,12,,98,5.0,16.0
194,77,194Ir,m,-32384.7,1.3,,117,5.0,9.0
173,77,173Ir,m,-30042,11,,96,5.0,14.0
175,77,175Ir,,-33395,12,,98,5.0,16.0
198,77,198Ir,,-25710.0, 200.0,116.4,121,5.0,5.0
163,77,163Ir,, -5310.0, 400.0,,86,5.0,4.0
170,77,170Ir,m,-23140,90,,93,5.0,11.0
191,77,191Ir,n,-34607.8,1.6,82.42299999999999,114,5.0,12.0
191,77,191Ir,m,-36537.5,1.3,,114,5.0,12.0
191,77,191Ir,,-36708.8,1.3,,114,5.0,12.0
170,77,170Ir,,-23180.0, 100.0,,93,5.0,11.0
167,77,167Ir,,-17072,18,175.3,90,5.0,8.0
167,77,167Ir,m,-16897,18,,90,5.0,8.0
169,77,169Ir,m,-21940,12,153.0,92,5.0,10.0
169,77,169Ir,,-22093,23,,92,5.0,10.0
190,77,190Ir,,-36753.6,1.4,,113,5.0,13.0
190,77,190Ir,m,-36727.5,1.4,,113,5.0,13.0
190,77,190Ir,n,-36717.4,1.4,,113,5.0,13.0
